timestamp_ms,temp_C,bus_V,current_mA_abs,power_mW,mse_scaled,decision
1776674022938,31.625,3.288,1.4,4.0,0.0008,NORMAL
1776674025971,31.625,3.288,1.5,6.0,0.0008,NORMAL
1776674029004,31.625,3.288,1.3,4.0,0.0008,NORMAL
1776674032035,31.625,3.288,1.4,4.0,0.0008,NORMAL
1776674035067,31.5625,3.288,1.6,6.0,0.0008,NORMAL
1776674038099,31.5625,3.288,1.5,6.0,0.0008,NORMAL
1776674041131,31.5625,3.292,1.4,4.0,0.0008,NORMAL
1776674044159,31.5625,3.288,1.2,4.0,0.0008,NORMAL
1776674047194,31.5625,3.288,1.5,6.0,0.0008,NORMAL
1776674050228,31.5625,3.292,1.4,4.0,0.0008,NORMAL
1776674053261,31.5625,3.292,1.4,4.0,0.0008,NORMAL
1776674056292,31.5625,3.292,1.6,6.0,0.0008,NORMAL
1776674059323,31.625,3.292,1.6,6.0,0.0008,NORMAL
1776674062356,31.5625,3.292,1.5,6.0,0.0008,NORMAL
1776674065389,31.625,3.292,1.5,6.0,0.0008,NORMAL
1776674068421,31.5625,3.292,1.4,6.0,0.0008,NORMAL
1776674071453,31.5625,3.292,1.5,6.0,0.0008,NORMAL
1776674074486,31.625,3.292,1.4,4.0,0.0008,NORMAL
1776674077517,31.5625,3.292,1.3,4.0,0.0008,NORMAL
1776674080548,31.5625,3.292,1.4,4.0,0.0008,NORMAL
1776674083581,31.5625,3.292,1.6,4.0,0.0008,NORMAL
1776674086613,31.5625,3.288,1.5,4.0,0.0008,NORMAL
1776674089644,31.625,3.292,1.4,4.0,0.0008,NORMAL
1776674092678,31.5625,3.292,1.6,6.0,0.0008,NORMAL
